date,open,high,low,close,adj_close,volume,daily_return,sma20,sma50,volatility20,cumulative_return
2026-04-21,271.5,272.79998779296875,265.3999938964844,266.1700134277344,266.1700134277344,50209800,-0.025196757637106715,258.3729988098145,260.2681994628906,0.2459934166109958,-0.017859105433324696
2026-04-22,267.82000732421875,273.739990234375,266.8699951171875,273.1700134277344,273.1700134277344,43249200,0.026298980526972437,259.4494995117187,260.23919982910155,0.25928563598650434,0.007970198827627506
2026-04-23,275.04998779296875,275.7699890136719,271.6499938964844,273.42999267578125,273.42999267578125,33399600,0.0009517122497622044,260.48999938964846,260.23419982910156,0.2595478338109075,0.008929496413246918
2026-04-24,272.760009765625,273.05999755859375,269.6499938964844,271.05999755859375,271.05999755859375,38157100,-0.008667648687676,261.3984992980957,260.14539978027346,0.2633256712558342,0.00018444998770306142
2026-04-27,266.0899963378906,268.3599853515625,265.07000732421875,267.6099853515625,267.6099853515625,41466800,-0.012727854490168666,262.33899841308596,260.26299926757815,0.26015851933188017,-0.012545752155069811
2026-04-28,272.3399963378906,273.2300109863281,268.6600036621094,270.7099914550781,270.7099914550781,40018900,0.011584044965448959,263.5429977416992,260.56159912109376,0.257186803566535,-0.0011070377467106152
2026-04-29,267.54998779296875,271.0400085449219,267.0400085449219,270.1700134277344,270.1700134277344,30047900,-0.0019946734305643643,264.3619987487793,260.68739929199216,0.24150712634754015,-0.0030995029984949296
2026-04-30,270.5,276.0,268.1400146484375,271.3500061035156,271.3500061035156,91848200,0.004367593060422559,265.14799880981445,260.8273992919922,0.24108895872402294,0.0012545526941405427
2026-05-01,278.8599853515625,287.2200012207031,278.3699951171875,280.1400146484375,280.1400146484375,79915400,0.032393618379240596,266.35899963378904,261.2185998535156,0.2623128172080688,0.03368881057459183
2026-05-04,279.6600036621094,280.6300048828125,274.8599853515625,276.8299865722656,276.8299865722656,46668400,-0.011815620415119188,267.2574996948242,261.46359985351563,0.26726408635026255,0.021475135961486425
2026-05-05,276.92999267578125,284.57000732421875,276.5,284.17999267578125,284.17999267578125,49311700,0.026550613950909296,268.79149932861327,261.82359985351565,0.26311736614420334,0.048595927956852414
2026-05-06,281.9200134277344,288.0299987792969,281.07000732421875,287.510009765625,287.510009765625,58336100,0.01171798569803939,270.2220001220703,262.13099975585936,0.25780213433207666,0.06088336004367312
2026-05-07,289.2699890136719,292.1300048828125,285.7799987792969,287.44000244140625,287.44000244140625,45224300,-0.00024349525874178823,271.5695007324219,262.39519958496095,0.2585468512108151,0.060625039975424455
2026-05-08,290.010009765625,294.760009765625,290.0,293.32000732421875,293.32000732421875,52631200,0.02045645989726541,273.2115005493164,262.8025994873047,0.26337685655924425,0.08232167357171716
